geneId	gene	disease	diseaseName
54820	NDE1	C0033975	Schizophrenia spectrum and other psychotic disorders
5788	PTPRC	C0033975	Schizophrenia spectrum and other psychotic disorders
6303	SAT1	C0033975	Schizophrenia spectrum and other psychotic disorders
55084	SOBP	C0033975	Schizophrenia spectrum and other psychotic disorders
55193	PBRM1	C0033975	Schizophrenia spectrum and other psychotic disorders
55808	ST6GALNAC1	C0033975	Schizophrenia spectrum and other psychotic disorders
5621	PRNP	C0033975	Schizophrenia spectrum and other psychotic disorders
64288	ZSCAN31	C0033975	Schizophrenia spectrum and other psychotic disorders
6474	SHOX2	C0033975	Schizophrenia spectrum and other psychotic disorders
6482	ST3GAL1	C0033975	Schizophrenia spectrum and other psychotic disorders
6670	SP3	C0033975	Schizophrenia spectrum and other psychotic disorders
4985	OPRD1	C0033975	Schizophrenia spectrum and other psychotic disorders
6285	S100B	C0033975	Schizophrenia spectrum and other psychotic disorders
6616	SNAP25	C0033975	Schizophrenia spectrum and other psychotic disorders
50944	SHANK1	C0033975	Schizophrenia spectrum and other psychotic disorders
6536	SLC6A9	C0033975	Schizophrenia spectrum and other psychotic disorders
5159	PDGFRB	C0033975	Schizophrenia spectrum and other psychotic disorders
5243	ABCB1	C0033975	Schizophrenia spectrum and other psychotic disorders
57144	PAK5	C0033975	Schizophrenia spectrum and other psychotic disorders
1594	CYP27B1	C0033975	Schizophrenia spectrum and other psychotic disorders
9990	SLC12A6	C0033975	Schizophrenia spectrum and other psychotic disorders
1622	DBI	C0033975	Schizophrenia spectrum and other psychotic disorders
1644	DDC	C0033975	Schizophrenia spectrum and other psychotic disorders
1816	DRD5	C0033975	Schizophrenia spectrum and other psychotic disorders
200315	APOBEC3A	C0033975	Schizophrenia spectrum and other psychotic disorders
8991	SELENBP1	C0033975	Schizophrenia spectrum and other psychotic disorders
2166	FAAH	C0033975	Schizophrenia spectrum and other psychotic disorders
221833	SP8	C0033975	Schizophrenia spectrum and other psychotic disorders
1454	CSNK1E	C0033975	Schizophrenia spectrum and other psychotic disorders
9463	PICK1	C0033975	Schizophrenia spectrum and other psychotic disorders
10215	OLIG2	C0033975	Schizophrenia spectrum and other psychotic disorders
10452	TOMM40	C0033975	Schizophrenia spectrum and other psychotic disorders
9771	RAPGEF5	C0033975	Schizophrenia spectrum and other psychotic disorders
9638	FEZ1	C0033975	Schizophrenia spectrum and other psychotic disorders
10846	PDE10A	C0033975	Schizophrenia spectrum and other psychotic disorders
12	SERPINA3	C0033975	Schizophrenia spectrum and other psychotic disorders
9607	CARTPT	C0033975	Schizophrenia spectrum and other psychotic disorders
1267	CNP	C0033975	Schizophrenia spectrum and other psychotic disorders
8398	PLA2G6	C0033975	Schizophrenia spectrum and other psychotic disorders
80312	TET1	C0033975	Schizophrenia spectrum and other psychotic disorders
2643	GCH1	C0033975	Schizophrenia spectrum and other psychotic disorders
27350	APOBEC3C	C0033975	Schizophrenia spectrum and other psychotic disorders
7976	FZD3	C0033975	Schizophrenia spectrum and other psychotic disorders
2899	GRIK3	C0033975	Schizophrenia spectrum and other psychotic disorders
2900	GRIK4	C0033975	Schizophrenia spectrum and other psychotic disorders
26011	TENM4	C0033975	Schizophrenia spectrum and other psychotic disorders
29985	SLC39A3	C0033975	Schizophrenia spectrum and other psychotic disorders
3066	HDAC2	C0033975	Schizophrenia spectrum and other psychotic disorders
2512	FTL	C0033975	Schizophrenia spectrum and other psychotic disorders
81033	KCNH6	C0033975	Schizophrenia spectrum and other psychotic disorders
83259	PCDH11Y	C0033975	Schizophrenia spectrum and other psychotic disorders
23286	WWC1	C0033975	Schizophrenia spectrum and other psychotic disorders
6558	SLC12A2	C0033975	Schizophrenia spectrum and other psychotic disorders
886	CCKAR	C0033975	Schizophrenia spectrum and other psychotic disorders
7957	EPM2A	C0033975	Schizophrenia spectrum and other psychotic disorders
773	CACNA1A	C0033975	Schizophrenia spectrum and other psychotic disorders
5816	PVALB	C0033975	Schizophrenia spectrum and other psychotic disorders
607	BCL9	C0033975	Schizophrenia spectrum and other psychotic disorders
9445	ITM2B	C0033975	Schizophrenia spectrum and other psychotic disorders
7257	TSNAX	C0033975	Schizophrenia spectrum and other psychotic disorders
7466	WFS1	C0033975	Schizophrenia spectrum and other psychotic disorders
81565	NDEL1	C0033975	Schizophrenia spectrum and other psychotic disorders
6575	SLC20A2	C0033975	Schizophrenia spectrum and other psychotic disorders
7915	ALDH5A1	C0033975	Schizophrenia spectrum and other psychotic disorders
1015	CDH17	C0033975	Schizophrenia spectrum and other psychotic disorders
9293	GPR52	C0033975	Schizophrenia spectrum and other psychotic disorders
6667	SP1	C0033975	Schizophrenia spectrum and other psychotic disorders
104	ADARB1	C0033975	Schizophrenia spectrum and other psychotic disorders
23230	VPS13A	C0033975	Schizophrenia spectrum and other psychotic disorders
23305	ACSL6	C0033975	Schizophrenia spectrum and other psychotic disorders
23408	SIRT5	C0033975	Schizophrenia spectrum and other psychotic disorders
23503	ZFYVE26	C0033975	Schizophrenia spectrum and other psychotic disorders
27306	HPGDS	C0033975	Schizophrenia spectrum and other psychotic disorders
2752	GLUL	C0033975	Schizophrenia spectrum and other psychotic disorders
2768	GNA12	C0033975	Schizophrenia spectrum and other psychotic disorders
2778	GNAS	C0033975	Schizophrenia spectrum and other psychotic disorders
2938	GSTA1	C0033975	Schizophrenia spectrum and other psychotic disorders
23092	ARHGAP26	C0033975	Schizophrenia spectrum and other psychotic disorders
2263	FGFR2	C0033975	Schizophrenia spectrum and other psychotic disorders
10577	NPC2	C0033975	Schizophrenia spectrum and other psychotic disorders
10814	CPLX2	C0033975	Schizophrenia spectrum and other psychotic disorders
10815	CPLX1	C0033975	Schizophrenia spectrum and other psychotic disorders
1201	CLN3	C0033975	Schizophrenia spectrum and other psychotic disorders
1269	CNR2	C0033975	Schizophrenia spectrum and other psychotic disorders
1439	CSF2RB	C0033975	Schizophrenia spectrum and other psychotic disorders
2055	CLN8	C0033975	Schizophrenia spectrum and other psychotic disorders
210	ALAD	C0033975	Schizophrenia spectrum and other psychotic disorders
215	ABCD1	C0033975	Schizophrenia spectrum and other psychotic disorders
3028	HSD17B10	C0033975	Schizophrenia spectrum and other psychotic disorders
3106	HLA-B	C0033975	Schizophrenia spectrum and other psychotic disorders
3351	HTR1B	C0033975	Schizophrenia spectrum and other psychotic disorders
5155	PDGFB	C0033975	Schizophrenia spectrum and other psychotic disorders
5297	PI4KA	C0033975	Schizophrenia spectrum and other psychotic disorders
5327	PLAT	C0033975	Schizophrenia spectrum and other psychotic disorders
54487	DGCR8	C0033975	Schizophrenia spectrum and other psychotic disorders
54902	TTC19	C0033975	Schizophrenia spectrum and other psychotic disorders
5498	PPOX	C0033975	Schizophrenia spectrum and other psychotic disorders
551	AVP	C0033975	Schizophrenia spectrum and other psychotic disorders
5533	PPP3CC	C0033975	Schizophrenia spectrum and other psychotic disorders
5573	PRKAR1A	C0033975	Schizophrenia spectrum and other psychotic disorders
5116	PCNT	C0033975	Schizophrenia spectrum and other psychotic disorders
50940	PDE11A	C0033975	Schizophrenia spectrum and other psychotic disorders
35	ACADS	C0033975	Schizophrenia spectrum and other psychotic disorders
4205	MEF2A	C0033975	Schizophrenia spectrum and other psychotic disorders
442721	LMOD2	C0033975	Schizophrenia spectrum and other psychotic disorders
4693	NDP	C0033975	Schizophrenia spectrum and other psychotic disorders
4861	NPAS1	C0033975	Schizophrenia spectrum and other psychotic disorders
4864	NPC1	C0033975	Schizophrenia spectrum and other psychotic disorders
3133	HLA-E	C0033975	Schizophrenia spectrum and other psychotic disorders
4914	NTRK1	C0033975	Schizophrenia spectrum and other psychotic disorders
5074	PAWR	C0033975	Schizophrenia spectrum and other psychotic disorders
5578	PRKCA	C0033975	Schizophrenia spectrum and other psychotic disorders
9863	MAGI2	C0036341	Schizophrenia spectrum and other psychotic disorders
27185	DISC1	C0036341	Schizophrenia spectrum and other psychotic disorders
84062	DTNBP1	C0036341	Schizophrenia spectrum and other psychotic disorders
1312	COMT	C0036341	Schizophrenia spectrum and other psychotic disorders
3356	HTR2A	C0036341	Schizophrenia spectrum and other psychotic disorders
3084	NRG1	C0036341	Schizophrenia spectrum and other psychotic disorders
2703	GJA8	C0036341	Schizophrenia spectrum and other psychotic disorders
27184	DISC2	C0036341	Schizophrenia spectrum and other psychotic disorders
488	ATP2A2	C0036341	Schizophrenia spectrum and other psychotic disorders
2702	GJA5	C0036341	Schizophrenia spectrum and other psychotic disorders
627	BDNF	C0036341	Schizophrenia spectrum and other psychotic disorders
1813	DRD2	C0036341	Schizophrenia spectrum and other psychotic disorders
6531	SLC6A3	C0036341	Schizophrenia spectrum and other psychotic disorders
1814	DRD3	C0036341	Schizophrenia spectrum and other psychotic disorders
207	AKT1	C0036341	Schizophrenia spectrum and other psychotic disorders
5649	RELN	C0036341	Schizophrenia spectrum and other psychotic disorders
1268	CNR1	C0036341	Schizophrenia spectrum and other psychotic disorders
267012	DAOA	C0036341	Schizophrenia spectrum and other psychotic disorders
6532	SLC6A4	C0036341	Schizophrenia spectrum and other psychotic disorders
9378	NRXN1	C0036341	Schizophrenia spectrum and other psychotic disorders
1815	DRD4	C0036341	Schizophrenia spectrum and other psychotic disorders
4929	NR4A2	C0036341	Schizophrenia spectrum and other psychotic disorders
4524	MTHFR	C0036341	Schizophrenia spectrum and other psychotic disorders
5999	RGS4	C0036341	Schizophrenia spectrum and other psychotic disorders
63826	SRR	C0036341	Schizophrenia spectrum and other psychotic disorders
6925	TCF4	C0036341	Schizophrenia spectrum and other psychotic disorders
4155	MBP	C0036341	Schizophrenia spectrum and other psychotic disorders
10814	CPLX2	C0036341	Schizophrenia spectrum and other psychotic disorders
4135	MAP6	C0036341	Schizophrenia spectrum and other psychotic disorders
2778	GNAS	C0036341	Schizophrenia spectrum and other psychotic disorders
347730	LRRTM1	C0036341	Schizophrenia spectrum and other psychotic disorders
5534	PPP3R1	C0036341	Schizophrenia spectrum and other psychotic disorders
64478	CSMD1	C0036341	Schizophrenia spectrum and other psychotic disorders
23236	PLCB1	C0036341	Schizophrenia spectrum and other psychotic disorders
6529	SLC6A1	C0036341	Schizophrenia spectrum and other psychotic disorders
23621	BACE1	C0036341	Schizophrenia spectrum and other psychotic disorders
6671	SP4	C0036341	Schizophrenia spectrum and other psychotic disorders
134864	TAAR1	C0036341	Schizophrenia spectrum and other psychotic disorders
4192	MDK	C0036341	Schizophrenia spectrum and other psychotic disorders
552	AVPR1A	C0036341	Schizophrenia spectrum and other psychotic disorders
5609	MAP2K7	C0036341	Schizophrenia spectrum and other psychotic disorders
7546	ZIC2	C0036341	Schizophrenia spectrum and other psychotic disorders
8678	BECN1	C0036341	Schizophrenia spectrum and other psychotic disorders
2475	MTOR	C0036341	Schizophrenia spectrum and other psychotic disorders
8831	SYNGAP1	C0036341	Schizophrenia spectrum and other psychotic disorders
9901	SRGAP3	C0036341	Schizophrenia spectrum and other psychotic disorders
4855	NOTCH4	C0036341	Schizophrenia spectrum and other psychotic disorders
2913	GRM3	C0036341	Schizophrenia spectrum and other psychotic disorders
1610	DAO	C0036341	Schizophrenia spectrum and other psychotic disorders
7124	TNF	C0036341	Schizophrenia spectrum and other psychotic disorders
1139	CHRNA7	C0036341	Schizophrenia spectrum and other psychotic disorders
1565	CYP2D6	C0036341	Schizophrenia spectrum and other psychotic disorders
348	APOE	C0036341	Schizophrenia spectrum and other psychotic disorders
2571	GAD1	C0036341	Schizophrenia spectrum and other psychotic disorders
2904	GRIN2B	C0036341	Schizophrenia spectrum and other psychotic disorders
3358	HTR2C	C0036341	Schizophrenia spectrum and other psychotic disorders
7166	TPH1	C0036341	Schizophrenia spectrum and other psychotic disorders
2066	ERBB4	C0036341	Schizophrenia spectrum and other psychotic disorders
9722	NOS1AP	C0036341	Schizophrenia spectrum and other psychotic disorders
4128	MAOA	C0036341	Schizophrenia spectrum and other psychotic disorders
3782	KCNN3	C0036341	Schizophrenia spectrum and other psychotic disorders
4842	NOS1	C0036341	Schizophrenia spectrum and other psychotic disorders
5625	PRODH	C0036341	Schizophrenia spectrum and other psychotic disorders
1812	DRD1	C0036341	Schizophrenia spectrum and other psychotic disorders
2561	GABRB2	C0036341	Schizophrenia spectrum and other psychotic disorders
7157	TP53	C0036341	Schizophrenia spectrum and other psychotic disorders
5305	PIP4K2A	C0036341	Schizophrenia spectrum and other psychotic disorders
1544	CYP1A2	C0036341	Schizophrenia spectrum and other psychotic disorders
3586	IL10	C0036341	Schizophrenia spectrum and other psychotic disorders
5533	PPP3CC	C0036341	Schizophrenia spectrum and other psychotic disorders
3553	IL1B	C0036341	Schizophrenia spectrum and other psychotic disorders
91752	ZNF804A	C0036341	Schizophrenia spectrum and other psychotic disorders
5321	PLA2G4A	C0036341	Schizophrenia spectrum and other psychotic disorders
5142	PDE4B	C0036341	Schizophrenia spectrum and other psychotic disorders
2932	GSK3B	C0036341	Schizophrenia spectrum and other psychotic disorders
886	CCKAR	C0036341	Schizophrenia spectrum and other psychotic disorders
1636	ACE	C0036341	Schizophrenia spectrum and other psychotic disorders
282706	DAOA-AS1	C0036341	Schizophrenia spectrum and other psychotic disorders
1267	CNP	C0036341	Schizophrenia spectrum and other psychotic disorders
2903	GRIN2A	C0036341	Schizophrenia spectrum and other psychotic disorders
84152	PPP1R1B	C0036341	Schizophrenia spectrum and other psychotic disorders
3350	HTR1A	C0036341	Schizophrenia spectrum and other psychotic disorders
319100	TAAR6	C0036341	Schizophrenia spectrum and other psychotic disorders
8224	SYN3	C0036341	Schizophrenia spectrum and other psychotic disorders
7976	FZD3	C0036341	Schizophrenia spectrum and other psychotic disorders
3362	HTR6	C0036341	Schizophrenia spectrum and other psychotic disorders
2784	GNB3	C0036341	Schizophrenia spectrum and other psychotic disorders
57142	RTN4	C0036341	Schizophrenia spectrum and other psychotic disorders
9638	FEZ1	C0036341	Schizophrenia spectrum and other psychotic disorders
9968	MED12	C0036341	Schizophrenia spectrum and other psychotic disorders
5362	PLXNA2	C0036341	Schizophrenia spectrum and other psychotic disorders
2899	GRIK3	C0036341	Schizophrenia spectrum and other psychotic disorders
3119	HLA-DQB1	C0036341	Schizophrenia spectrum and other psychotic disorders
4908	NTF3	C0036341	Schizophrenia spectrum and other psychotic disorders
6648	SOD2	C0036341	Schizophrenia spectrum and other psychotic disorders
54806	AHI1	C0036341	Schizophrenia spectrum and other psychotic disorders
29801	ZDHHC8	C0036341	Schizophrenia spectrum and other psychotic disorders
2099	ESR1	C0036341	Schizophrenia spectrum and other psychotic disorders
2893	GRIA4	C0036341	Schizophrenia spectrum and other psychotic disorders
53826	FXYD6	C0036341	Schizophrenia spectrum and other psychotic disorders
2917	GRM7	C0036341	Schizophrenia spectrum and other psychotic disorders
6854	SYN2	C0036341	Schizophrenia spectrum and other psychotic disorders
1960	EGR3	C0036341	Schizophrenia spectrum and other psychotic disorders
89832	CHRFAM7A	C0036341	Schizophrenia spectrum and other psychotic disorders
65078	RTN4R	C0036341	Schizophrenia spectrum and other psychotic disorders
10611	PDLIM5	C0036341	Schizophrenia spectrum and other psychotic disorders
5108	PCM1	C0036341	Schizophrenia spectrum and other psychotic disorders
5243	ABCB1	C0036341	Schizophrenia spectrum and other psychotic disorders
1116	CHI3L1	C0036341	Schizophrenia spectrum and other psychotic disorders
775	CACNA1C	C0036341	Schizophrenia spectrum and other psychotic disorders
2572	GAD2	C0036341	Schizophrenia spectrum and other psychotic disorders
9575	CLOCK	C0036341	Schizophrenia spectrum and other psychotic disorders
9145	SYNGR1	C0036341	Schizophrenia spectrum and other psychotic disorders
7494	XBP1	C0036341	Schizophrenia spectrum and other psychotic disorders
1114	CHGB	C0036341	Schizophrenia spectrum and other psychotic disorders
23305	ACSL6	C0036341	Schizophrenia spectrum and other psychotic disorders
3363	HTR7	C0036341	Schizophrenia spectrum and other psychotic disorders
4099	MAG	C0036341	Schizophrenia spectrum and other psychotic disorders
7122	CLDN5	C0036341	Schizophrenia spectrum and other psychotic disorders
4852	NPY	C0036341	Schizophrenia spectrum and other psychotic disorders
81565	NDEL1	C0036341	Schizophrenia spectrum and other psychotic disorders
10215	OLIG2	C0036341	Schizophrenia spectrum and other psychotic disorders
2065	ERBB3	C0036341	Schizophrenia spectrum and other psychotic disorders
1270	CNTF	C0036341	Schizophrenia spectrum and other psychotic disorders
6571	SLC18A2	C0036341	Schizophrenia spectrum and other psychotic disorders
22854	NTNG1	C0036341	Schizophrenia spectrum and other psychotic disorders
1137	CHRNA4	C0036341	Schizophrenia spectrum and other psychotic disorders
93986	FOXP2	C0036341	Schizophrenia spectrum and other psychotic disorders
2944	GSTM1	C0036341	Schizophrenia spectrum and other psychotic disorders
9463	PICK1	C0036341	Schizophrenia spectrum and other psychotic disorders
1742	DLG4	C0036341	Schizophrenia spectrum and other psychotic disorders
4915	NTRK2	C0036341	Schizophrenia spectrum and other psychotic disorders
127933	UHMK1	C0036341	Schizophrenia spectrum and other psychotic disorders
2668	GDNF	C0036341	Schizophrenia spectrum and other psychotic disorders
6536	SLC6A9	C0036341	Schizophrenia spectrum and other psychotic disorders
3105	HLA-A	C0036341	Schizophrenia spectrum and other psychotic disorders
3843	IPO5	C0036341	Schizophrenia spectrum and other psychotic disorders
4049	LTA	C0036341	Schizophrenia spectrum and other psychotic disorders
4129	MAOB	C0036341	Schizophrenia spectrum and other psychotic disorders
2894	GRID1	C0036341	Schizophrenia spectrum and other psychotic disorders
2912	GRM2	C0036341	Schizophrenia spectrum and other psychotic disorders
3563	IL3RA	C0036341	Schizophrenia spectrum and other psychotic disorders
7018	TF	C0036341	Schizophrenia spectrum and other psychotic disorders
3123	HLA-DRB1	C0036341	Schizophrenia spectrum and other psychotic disorders
2900	GRIK4	C0036341	Schizophrenia spectrum and other psychotic disorders
10280	SIGMAR1	C0036341	Schizophrenia spectrum and other psychotic disorders
51735	RAPGEF6	C0036341	Schizophrenia spectrum and other psychotic disorders
2730	GCLM	C0036341	Schizophrenia spectrum and other psychotic disorders
7533	YWHAH	C0036341	Schizophrenia spectrum and other psychotic disorders
5816	PVALB	C0036341	Schizophrenia spectrum and other psychotic disorders
6285	S100B	C0036341	Schizophrenia spectrum and other psychotic disorders
1141	CHRNB2	C0036341	Schizophrenia spectrum and other psychotic disorders
57030	SLC17A7	C0036341	Schizophrenia spectrum and other psychotic disorders
4900	NRGN	C0036341	Schizophrenia spectrum and other psychotic disorders
10752	CHL1	C0036341	Schizophrenia spectrum and other psychotic disorders
116	ADCYAP1	C0036341	Schizophrenia spectrum and other psychotic disorders
6663	SOX10	C0036341	Schizophrenia spectrum and other psychotic disorders
10718	NRG3	C0036341	Schizophrenia spectrum and other psychotic disorders
2952	GSTT1	C0036341	Schizophrenia spectrum and other psychotic disorders
3359	HTR3A	C0036341	Schizophrenia spectrum and other psychotic disorders
406928	MIR137	C0036341	Schizophrenia spectrum and other psychotic disorders
4729	NDUFV2	C0036341	Schizophrenia spectrum and other psychotic disorders
9685	CLINT1	C0036341	Schizophrenia spectrum and other psychotic disorders
255239	ANKK1	C0036341	Schizophrenia spectrum and other psychotic disorders
3558	IL2	C0036341	Schizophrenia spectrum and other psychotic disorders
8128	ST8SIA2	C0036341	Schizophrenia spectrum and other psychotic disorders
3360	HTR4	C0036341	Schizophrenia spectrum and other psychotic disorders
3952	LEP	C0036341	Schizophrenia spectrum and other psychotic disorders
6507	SLC1A3	C0036341	Schizophrenia spectrum and other psychotic disorders
2670	GFAP	C0036341	Schizophrenia spectrum and other psychotic disorders
5743	PTGS2	C0036341	Schizophrenia spectrum and other psychotic disorders
1728	NQO1	C0036341	Schizophrenia spectrum and other psychotic disorders
2891	GRIA2	C0036341	Schizophrenia spectrum and other psychotic disorders
3303	HSPA1A	C0036341	Schizophrenia spectrum and other psychotic disorders
3565	IL4	C0036341	Schizophrenia spectrum and other psychotic disorders
6347	CCL2	C0036341	Schizophrenia spectrum and other psychotic disorders
54820	NDE1	C0036341	Schizophrenia spectrum and other psychotic disorders
1786	DNMT1	C0036341	Schizophrenia spectrum and other psychotic disorders
6899	TBX1	C0036341	Schizophrenia spectrum and other psychotic disorders
2562	GABRB3	C0036341	Schizophrenia spectrum and other psychotic disorders
3839	KPNA3	C0036341	Schizophrenia spectrum and other psychotic disorders
1438	CSF2RA	C0036341	Schizophrenia spectrum and other psychotic disorders
6007	RHD	C0036341	Schizophrenia spectrum and other psychotic disorders
5289	PIK3C3	C0036341	Schizophrenia spectrum and other psychotic disorders
8542	APOL1	C0036341	Schizophrenia spectrum and other psychotic disorders
133	ADM	C0036341	Schizophrenia spectrum and other psychotic disorders
3106	HLA-B	C0036341	Schizophrenia spectrum and other psychotic disorders
7148	TNXB	C0036341	Schizophrenia spectrum and other psychotic disorders
7353	UFD1L	C0036341	Schizophrenia spectrum and other psychotic disorders
3304	HSPA1B	C0036341	Schizophrenia spectrum and other psychotic disorders
5116	PCNT	C0036341	Schizophrenia spectrum and other psychotic disorders
9177	HTR3B	C0036341	Schizophrenia spectrum and other psychotic disorders
2908	NR3C1	C0036341	Schizophrenia spectrum and other psychotic disorders
1113	CHGA	C0036341	Schizophrenia spectrum and other psychotic disorders
2915	GRM5	C0036341	Schizophrenia spectrum and other psychotic disorders
3552	IL1A	C0036341	Schizophrenia spectrum and other psychotic disorders
1577	CYP3A5	C0036341	Schizophrenia spectrum and other psychotic disorders
2892	GRIA3	C0036341	Schizophrenia spectrum and other psychotic disorders
3720	JARID2	C0036341	Schizophrenia spectrum and other psychotic disorders
4762	NEUROG1	C0036341	Schizophrenia spectrum and other psychotic disorders
51586	MED15	C0036341	Schizophrenia spectrum and other psychotic disorders
56990	CDC42SE2	C0036341	Schizophrenia spectrum and other psychotic disorders
9993	DGCR2	C0036341	Schizophrenia spectrum and other psychotic disorders
1439	CSF2RB	C0036341	Schizophrenia spectrum and other psychotic disorders
3305	HSPA1L	C0036341	Schizophrenia spectrum and other psychotic disorders
4684	NCAM1	C0036341	Schizophrenia spectrum and other psychotic disorders
26047	CNTNAP2	C0036341	Schizophrenia spectrum and other psychotic disorders
64067	NPAS3	C0036341	Schizophrenia spectrum and other psychotic disorders
3569	IL6	C0036341	Schizophrenia spectrum and other psychotic disorders
159	ADSS	C0036341	Schizophrenia spectrum and other psychotic disorders
321	APBA2	C0036341	Schizophrenia spectrum and other psychotic disorders
468	ATF4	C0036341	Schizophrenia spectrum and other psychotic disorders
2914	GRM4	C0036341	Schizophrenia spectrum and other psychotic disorders
23209	MLC1	C0036341	Schizophrenia spectrum and other psychotic disorders
2890	GRIA1	C0036341	Schizophrenia spectrum and other psychotic disorders
885	CCK	C0036341	Schizophrenia spectrum and other psychotic disorders
3269	HRH1	C0036341	Schizophrenia spectrum and other psychotic disorders
7941	PLA2G7	C0036341	Schizophrenia spectrum and other psychotic disorders
9444	QKI	C0036341	Schizophrenia spectrum and other psychotic disorders
1128	CHRM1	C0036341	Schizophrenia spectrum and other psychotic disorders
148	ADRA1A	C0036341	Schizophrenia spectrum and other psychotic disorders
1950	EGF	C0036341	Schizophrenia spectrum and other psychotic disorders
9456	HOMER1	C0036341	Schizophrenia spectrum and other psychotic disorders
3107	HLA-C	C0036341	Schizophrenia spectrum and other psychotic disorders
8564	KMO	C0036341	Schizophrenia spectrum and other psychotic disorders
3562	IL3	C0036341	Schizophrenia spectrum and other psychotic disorders
7257	TSNAX	C0036341	Schizophrenia spectrum and other psychotic disorders
4340	MOG	C0036341	Schizophrenia spectrum and other psychotic disorders
6570	SLC18A1	C0036341	Schizophrenia spectrum and other psychotic disorders
1739	DLG1	C0036341	Schizophrenia spectrum and other psychotic disorders
2550	GABBR1	C0036341	Schizophrenia spectrum and other psychotic disorders
2950	GSTP1	C0036341	Schizophrenia spectrum and other psychotic disorders
54584	GNB1L	C0036341	Schizophrenia spectrum and other psychotic disorders
8398	PLA2G6	C0036341	Schizophrenia spectrum and other psychotic disorders
4747	NEFL	C0036341	Schizophrenia spectrum and other psychotic disorders
347	APOD	C0036341	Schizophrenia spectrum and other psychotic disorders
1644	DDC	C0036341	Schizophrenia spectrum and other psychotic disorders
23774	BRD1	C0036341	Schizophrenia spectrum and other psychotic disorders
10326	SIRPB1	C0036341	Schizophrenia spectrum and other psychotic disorders
4133	MAP2	C0036341	Schizophrenia spectrum and other psychotic disorders
8214	DGCR6	C0036341	Schizophrenia spectrum and other psychotic disorders
84687	PPP1R9B	C0036341	Schizophrenia spectrum and other psychotic disorders
6506	SLC1A2	C0036341	Schizophrenia spectrum and other psychotic disorders
2876	GPX1	C0036341	Schizophrenia spectrum and other psychotic disorders
4650	MYO9B	C0036341	Schizophrenia spectrum and other psychotic disorders
472	ATM	C0036341	Schizophrenia spectrum and other psychotic disorders
4988	OPRM1	C0036341	Schizophrenia spectrum and other psychotic disorders
6509	SLC1A4	C0036341	Schizophrenia spectrum and other psychotic disorders
6511	SLC1A6	C0036341	Schizophrenia spectrum and other psychotic disorders
1493	CTLA4	C0036341	Schizophrenia spectrum and other psychotic disorders
1959	EGR2	C0036341	Schizophrenia spectrum and other psychotic disorders
2173	FABP7	C0036341	Schizophrenia spectrum and other psychotic disorders
2534	FYN	C0036341	Schizophrenia spectrum and other psychotic disorders
2554	GABRA1	C0036341	Schizophrenia spectrum and other psychotic disorders
2566	GABRG2	C0036341	Schizophrenia spectrum and other psychotic disorders
3757	KCNH2	C0036341	Schizophrenia spectrum and other psychotic disorders
3098	HK1	C0036341	Schizophrenia spectrum and other psychotic disorders
10400	PEMT	C0036341	Schizophrenia spectrum and other psychotic disorders
1234	CCR5	C0036341	Schizophrenia spectrum and other psychotic disorders
3061	HCRTR1	C0036341	Schizophrenia spectrum and other psychotic disorders
3587	IL10RA	C0036341	Schizophrenia spectrum and other psychotic disorders
4835	NQO2	C0036341	Schizophrenia spectrum and other psychotic disorders
5074	PAWR	C0036341	Schizophrenia spectrum and other psychotic disorders
5997	RGS2	C0036341	Schizophrenia spectrum and other psychotic disorders
6510	SLC1A5	C0036341	Schizophrenia spectrum and other psychotic disorders
7351	UCP2	C0036341	Schizophrenia spectrum and other psychotic disorders
7447	VSNL1	C0036341	Schizophrenia spectrum and other psychotic disorders
780	DDR1	C0036341	Schizophrenia spectrum and other psychotic disorders
9152	SLC6A5	C0036341	Schizophrenia spectrum and other psychotic disorders
9481	SLC25A27	C0036341	Schizophrenia spectrum and other psychotic disorders
1576	CYP3A4	C0036341	Schizophrenia spectrum and other psychotic disorders
3240	HP	C0036341	Schizophrenia spectrum and other psychotic disorders
5048	PAFAH1B1	C0036341	Schizophrenia spectrum and other psychotic disorders
5173	PDYN	C0036341	Schizophrenia spectrum and other psychotic disorders
5297	PI4KA	C0036341	Schizophrenia spectrum and other psychotic disorders
5803	PTPRZ1	C0036341	Schizophrenia spectrum and other psychotic disorders
6530	SLC6A2	C0036341	Schizophrenia spectrum and other psychotic disorders
816	CAMK2B	C0036341	Schizophrenia spectrum and other psychotic disorders
1133	CHRM5	C0036341	Schizophrenia spectrum and other psychotic disorders
1501	CTNND2	C0036341	Schizophrenia spectrum and other psychotic disorders
27020	NPTN	C0036341	Schizophrenia spectrum and other psychotic disorders
27121	DKK4	C0036341	Schizophrenia spectrum and other psychotic disorders
2823	GPM6A	C0036341	Schizophrenia spectrum and other psychotic disorders
3383	ICAM1	C0036341	Schizophrenia spectrum and other psychotic disorders
4277	MICB	C0036341	Schizophrenia spectrum and other psychotic disorders
55163	PNPO	C0036341	Schizophrenia spectrum and other psychotic disorders
688	KLF5	C0036341	Schizophrenia spectrum and other psychotic disorders
7048	TGFBR2	C0036341	Schizophrenia spectrum and other psychotic disorders
8490	RGS5	C0036341	Schizophrenia spectrum and other psychotic disorders
9019	MPZL1	C0036341	Schizophrenia spectrum and other psychotic disorders
1432	MAPK14	C0036341	Schizophrenia spectrum and other psychotic disorders
